"","x"
"436","do you stand with big cable or support netneutralitycraig o of oh wants to know"
"437","heyjohn l of il sez free marketers dont shill for cable monopolies netneutrality"
"438","heystephanie m of nv sez free marketers dont shill for cable monopolies netneutrality"
"439","airtel india telco injecting js into websitesdiscovered bywhos being sued infosec netneutrality"
"440","do you stand with big cable or support netneutralitymichael r of co wants to know"
"441","heypatrick m of il wants to know why you arent siding with millions on netneutrality"
"442","conservative voters support netneutralitymarcia f of mi wants to know why you dont too"
"443","occupyinternet french surveillance bill public liberties abandoned as senators cast disastrou"
"444","heyjose f of ca wants you to support netneutrality not big cable"
"445","fast lanes hurt innovationjeffery y of ny sez support netneutrality"
"446","heyrich e of pa sez big cable gets billions in subsidies stand with the people netneutrality"
"447","heykaye c of wa wants to know if you stand with big cable or support netneutrality"
"448","heyshandel g of pa sez conservative voters support netneutrality why dont you"
"449","fast lanes hurt innovationlinda m of mi sez support netneutrality"
"450","heymichael g of ny sez conservative voters support netneutrality why dont you"
"451","do you stand with big cable or support netneutralityrichard m of wa wants to know"
"452","free marketers dont shill for cable monopolieslinda h of pa sez support netneutrality"
"453","parle de netneutrality sur rtspwowgtdfcdncomlive"
"454","heylaura s of mi sez netneutrality is the only way for a free market of internet services"
"455","heyskyler l of ny sez netneutrality should not be partisan its about innovation"
"456","heysteven l of ny sez big cable gets billions in subsidies stand with the people netneutrality"
"457","mary b of il wants you to support netneutralitynot big cable"
"458","heyvikki b of ri wants you to support netneutrality not big cable"
"459","heykevin d of oh sez you should side with the public on netneutrality not big cable"
"460","how does netneutrality relate to sustainability joinandathttp"
"461","morgan h of sd sez side with the public on netneutralitynot big cable"
"462","heythomas h of tx sez netneutrality is the only way for a free market of internet services"
"463","heyed j of nj sez netneutrality should not be partisan its about innovation"
"464","heynancy v of wi wants you to support netneutrality not big cable"
"465","darcy h of oh sez side with the public on netneutralitynot big cable"
"466","great whiteof fl wants you to support netneutralitynot big cable"
"467","packed house at slsecomm netneutrality update panel w d whittenstein amp m desai"
"468","heydarcy g of ne sez conservative voters support netneutrality why dont you"
"469","heymichael b of ny sez big cable gets billions in subsidies stand with the people netneutrality"
"470","heywilliam b of oh sez free marketers dont shill for cable monopolies netneutrality"
"471","heymandisa b of ga sez you should side with the public on netneutrality not big cable"
"472","heyrichard r of il sez netneutrality is the only way for a free market of internet services"
"473","heyphyllis b of ga wants to know if you stand with big cable or support netneutrality"
"474","heyphyllisa c of ut sez netneutrality should not be partisan its about innovation"
"475","heypeter v of mn sez fast lanes hurt innovation support netneutrality"
"476","heyshaun l of ca wants to know if you stand with big cable or support netneutrality"
"477","heyray k of ga wants to know if you stand with big cable or support netneutrality"
"478","heyrobert s of tx sez strong netneutrality enables innovation"
"479","heypeter h of ca sez netneutrality should not be partisan its about innovation"
"480","heyvirginia m of me sez big cable gets billions in subsidies stand with the people netneutrality"
"481","heyreed w of nv wants to know why you arent siding with millions on netneutrality"
"482","heyscott s of ar wants you to support netneutrality not big cable"
"483","do you stand with big cable or support netneutralitykaren w of me wants to know"
"484","ron f of nv sez side with the public on netneutralitynot big cable"
"485","heytheodore r of wa wants you to support netneutrality not big cable"
"486","spectrumauction for freespeech reasons netneutrality"
"487","free marketers dont shill for cable monopoliesmadeline m of ca sez support netneutrality"
"488","stop fast track for the tpp call your congressional representative todaynofasttrack notpp netneutrality"
"489","heytrevolyn h of ca sez you should side with the public on netneutrality not big cable"
"490","heywilliam s of fl wants to know if you stand with big cable or support netneutrality"
"491","heykathleen c of ny sez netneutrality is the only way for a free market of internet services"
"492","heyvicky n of fl sez fast lanes hurt innovation support netneutrality"
"493","john l of wa wants you to support netneutralitynot big cable"
"494","michael s of nc sez side with the public on netneutralitynot big cable"
"495","heytristan p of pa sez netneutrality should not be partisan its about innovation"
"496","fast lanes hurt innovationkenneth s of tx sez support netneutrality"
"497","heytodd b of wa sez big cable gets billions in subsidies stand with the people netneutrality"
"498","j r of ca sez side with the public on netneutralitynot big cable"
"499","do you stand with big cable or support netneutralitystephen p of ca wants to know"
"500","free marketers dont shill for cable monopoliesjoshua c of mi sez support netneutrality"
"501","patrick d of va wants you to support netneutralitynot big cable"
"502","heysteven c of or sez you should side with the public on netneutrality not big cable"
"503","heykathleen r of fl sez conservative voters support netneutrality why dont you"
"504","joan c of ma sez side with the public on netneutralitynot big cable"
"505","heyjulia s of tx sez free marketers dont shill for cable monopolies netneutrality"
"506","asks howaddresses netneutrality a proposers commitment to net neutrality part of rfp"
"507","lessons from the net vitality indexmultichannelnetneutrality congress fcc"
"508","heyterry c of tn sez conservative voters support netneutrality why dont you"
"509","heytom r of ne sez free marketers dont shill for cable monopolies netneutrality"
